Tweet Text,Clean Tweet Text,Label,Tweet ID,Type,Author Name,Author Username,Creation Time,Reply Count,Retweet Count,Quote Count,Like Count,View Count,Bookmark Count,Language,Possibly Sensitive,Source,Hashtags,Tweet URL,Media Type,Media URLs,External URLs
"I feel like I’m going insane. My FB, Twitter, tiktok is all hurricane/flooding in at least three states and I turn on MSNBC and it’s genocidal occupiers. I turn on CNN and its genocidal occupiers. It feels so dystopic—a disconnect at every turn between reality and “coverage”",i feel like i’m going insane my fb twitter tiktok is all hurricaneflooding in at least three states and i turn on msnbc and it’s genocidal occupiers i turn on cnn and its genocidal occupiers it feels so dystopic—a disconnect at every turn between reality and “coverage”,0,1840171554912776367,Tweet,quippy bronson,Bronsosaurus,"9/28/2024, 4:27:42 PM",0,0,0,9,319,0,en,No,hurricane,,https://x.com/Bronsosaurus/status/1840171554912776367,,,
My sister who is in a cult called me to see if I was ok from the hurricane. I haven’t spoke to her in a year. She claimed to “care” and want a relationship. When i asked what kind of relationship she wanted to have since she is in a “religion”that I want nothing to do with or,my sister who is in a cult called me to see if i was ok from the hurricane i haven’t spoke to her in a year she claimed to “care” and want a relationship when i asked what kind of relationship she wanted to have since she is in a “religion”that i want nothing to do with or,1,1840163266469019855,Tweet,❤️ thiccsparklebutt ❤️,icuddlepuffs,"9/28/2024, 3:54:45 PM",1,0,0,15,428,1,en,No,hurricane,,https://x.com/icuddlepuffs/status/1840163266469019855,,,
"For folks affected by the hurricane: If your water heater is still standing, that's a good source for drinking water.",for folks affected by the hurricane if your water heater is still standing thats a good source for drinking water,0,1840150510034399670,Tweet,AnnieRN,ann_mcnitt,"9/28/2024, 3:04:04 PM",0,2,0,8,177,0,en,No,hurricane,,https://x.com/ann_mcnitt/status/1840150510034399670,,,
"Il mondo è diventato quel posto in cui in Iran si festeggia per la morte degli Hezbollah, mentre in Occidente sedicenti intellettuali gridano al 'genocidio' e portano in un palmo di mano le presunte ragioni di Hamas, Hezbollah e del Regime Iraniano.
Fermiamoci a riflettere.",il mondo è diventato quel posto in cui in iran si festeggia per la morte degli hezbollah mentre in occidente sedicenti intellettuali gridano al genocidio e portano in un palmo di mano le presunte ragioni di hamas hezbollah e del regime iraniano fermiamoci a riflettere,0,1840148635255738593,Tweet,Rubin ‘Hurricane’ Carter,hurricane8088,"9/28/2024, 2:56:37 PM",0,0,0,2,72,0,it,No,hurricane,,https://x.com/hurricane8088/status/1840148635255738593,,,
How come anytime there’s a natural disaster in a big city that gets 24 hour news coverage on #CNN but the worst hurricane to hit the south in a good long while and everybody is crickets. I guess they only trot out Anderson Cooper when it suits them.,how come anytime there’s a natural disaster in a big city that gets 24 hour news coverage on cnn but the worst hurricane to hit the south in a good long while and everybody is crickets i guess they only trot out anderson cooper when it suits them,0,1840140305116340346,Tweet,Hanna Blue,RedDevilDoll35,"9/28/2024, 2:23:31 PM",2,0,0,2,50,0,en,No,hurricane,#CNN,https://x.com/RedDevilDoll35/status/1840140305116340346,,,
"To anyone who doesn't follow my main just as a quick heads up my area has been affected a bit by the hurricane, lots of rain has flooded a good chunk of my area leaving us without power and service for at least a few days

with my connection being limited I may be hard to reach",to anyone who doesnt follow my main just as a quick heads up my area has been affected a bit by the hurricane lots of rain has flooded a good chunk of my area leaving us without power and service for at least a few days with my connection being limited i may be hard to reach,1,1840157486080504040,Tweet,Round Cheslad,NekkysAD,"9/28/2024, 3:31:47 PM",4,2,0,20,2478,0,en,No,hurricane,,https://x.com/NekkysAD/status/1840157486080504040,,,
Something is off about the reporting of this hurricane.,something is off about the reporting of this hurricane,0,1839490136406433876,Tweet,Catturd ™,catturd2,"9/26/2024, 7:19:59 PM",4639,4933,714,56126,9951385,2224,en,No,hurricane,,https://x.com/catturd2/status/1839490136406433876,,,
I am safe after the hurricane but my power is out so I’m probably not going to be posting on here or JFF as much❤️ I do have one more long video coming soon,i am safe after the hurricane but my power is out so i’m probably not going to be posting on here or jff as much❤️ i do have one more long video coming soon,1,1840173689922343357,Tweet,✨𝓐𝓷𝓰𝓮𝓵✨,angelbussyy,"9/28/2024, 4:36:11 PM",0,0,0,4,568,1,en,No,hurricane,,https://x.com/angelbussyy/status/1840173689922343357,,,
"The hurricane has caused immense flooding in my area. I have no electricity, no water, no wifi and no cell service. I have to travel out of town to get cell service. 

I will send content for ANY tips that are sent to my cashapp. My cashapp is linked on my profile but just in",the hurricane has caused immense flooding in my area i have no electricity no water no wifi and no cell service i have to travel out of town to get cell service i will send content for any tips that are sent to my cashapp my cashapp is linked on my profile but just in,1,1840170465010299184,Tweet,𝕡𝕒𝕚𝕤𝕝𝕖𝕖 ❀,princesspaisle,"9/28/2024, 4:23:22 PM",1,0,0,2,638,0,en,No,hurricane,,https://x.com/princesspaisle/status/1840170465010299184,,,
"Just so you know …. The Weather Channel for the past 14 hours had my area’s radar with these 
 dark red and yellow storms hitting all day with this tremendous power caused by the outer bands of the hurricane. 

But in reality, there was zero lightning, zero thunder, and almost",just so you know … the weather channel for the past 14 hours had my area’s radar with these dark red and yellow storms hitting all day with this tremendous power caused by the outer bands of the hurricane but in reality there was zero lightning zero thunder and almost,0,1839501876074524709,Tweet,Catturd ™,catturd2,"9/26/2024, 8:06:38 PM",4762,6281,409,47188,3394805,1125,en,No,hurricane,,https://x.com/catturd2/status/1839501876074524709,,,
There are old people dancing (one who looks like crispin glover in that video) and I think the owner of my company is headed here bc this is his fav bar and the post hurricane weather is perfect and I’m just drunk enough for this to be a core memory kind of night,there are old people dancing one who looks like crispin glover in that video and i think the owner of my company is headed here bc this is his fav bar and the post hurricane weather is perfect and i’m just drunk enough for this to be a core memory kind of night,0,1840178303832936471,Tweet,Dakota Renae,dakotaarenae,"9/28/2024, 4:54:31 PM",3,0,0,7,363,0,en,No,hurricane,,https://x.com/dakotaarenae/status/1840178303832936471,,,
"All jokes aside, I hope the fans for both Georgia Southern and Georgia State had a good time. All of them have been touched by the hurricane, and needed a few hours to take their mind off of the crisis.",all jokes aside i hope the fans for both georgia southern and georgia state had a good time all of them have been touched by the hurricane and needed a few hours to take their mind off of the crisis,0,1840160723361509706,Tweet,Dr. Robert Greene II,robgreeneII,"9/28/2024, 3:44:39 PM",0,0,0,4,406,0,en,No,hurricane,,https://x.com/robgreeneII/status/1840160723361509706,,,
"Where are Harris and Biden on the damage and death from the hurricane? No statement and no support - what the heck? This administration has no leadership what-so-ever.
The hurricane damage documented on alternate media - including missing people, towns gone, farms gone - somehow",where are harris and biden on the damage and death from the hurricane no statement and no support what the heck this administration has no leadership whatsoever the hurricane damage documented on alternate media including missing people towns gone farms gone somehow,0,1840087949712732265,Tweet,"Robert W Malone, MD",RWMaloneMD,"9/28/2024, 10:55:29 AM",1394,9071,307,27125,517531,420,en,No,hurricane,,https://x.com/RWMaloneMD/status/1840087949712732265,,,
"The Weather Channel should change their name to …

Let’s Watch Random People Fill Up Sandbags For Hours While We Tell You Nothing New About The Deadly Hurricane Heading Straight For You Channel.",the weather channel should change their name to … let’s watch random people fill up sandbags for hours while we tell you nothing new about the deadly hurricane heading straight for you channel,0,1839329679792304204,Tweet,Catturd ™,catturd2,"9/26/2024, 8:42:23 AM",1703,2582,104,20693,498369,93,en,No,hurricane,,https://x.com/catturd2/status/1839329679792304204,,,
"I sure hope the news reports on the devastation in North Carolina and Tennessee. They did Florida wrong during Hurricane Ian. So many people were lost during that hurricane, and it's was downplayed. 

The more information we can get, the higher chances of rescue.",i sure hope the news reports on the devastation in north carolina and tennessee they did florida wrong during hurricane ian so many people were lost during that hurricane and its was downplayed the more information we can get the higher chances of rescue,0,1840171599799951755,Tweet,Sassafrass84,Sassafrass_84,"9/28/2024, 4:27:52 PM",32,56,2,217,5610,5,en,No,hurricane,,https://x.com/Sassafrass_84/status/1840171599799951755,,,
"Good morning X. 

Time for a long stressful day of bad weather, severe storms, and later a cat 4 hurricane. Good times.",good morning x time for a long stressful day of bad weather severe storms and later a cat 4 hurricane good times,1,1839237303111213063,Tweet,Catturd ™,catturd2,"9/26/2024, 2:35:19 AM",4102,1599,148,22345,495403,45,en,No,hurricane,,https://x.com/catturd2/status/1839237303111213063,,,
"All the people devastated by the hurricane won't get 1/10th the funds they give Ukraine. 

That's how you know your government doesn't care about its citizens. 

They only care about getting themselves, their friends, their lobbyists, and their donors more money and power.",all the people devastated by the hurricane wont get 110th the funds they give ukraine thats how you know your government doesnt care about its citizens they only care about getting themselves their friends their lobbyists and their donors more money and power,0,1840142895543644176,Tweet,Catturd ™,catturd2,"9/28/2024, 2:33:49 PM",2519,17447,534,59553,773055,478,en,No,hurricane,,https://x.com/catturd2/status/1840142895543644176,,,
if you believe in a god please pray for everyone affected by this hurricane,if you believe in a god please pray for everyone affected by this hurricane,0,1840161323822232045,Tweet,emi | 18+,headlikahole,"9/28/2024, 3:47:02 PM",0,0,0,3,203,0,en,No,hurricane,,https://x.com/headlikahole/status/1840161323822232045,,,
My condolences to the victims of Hurricane DeSantis,my condolences to the victims of hurricane desantis,0,1840168379002278206,Tweet,Steafan Dubhuidhe (comrade/comrades),AnarchoTerran,"9/28/2024, 4:15:04 PM",0,2,0,14,160,0,en,No,hurricane,,https://x.com/AnarchoTerran/status/1840168379002278206,,,
"I was trying to find diapers for this couple who was displaced due to the hurricane.

And I explained that I'm really good at finding money for people. 

And the woman asked me if I was good at fundraising, why am I poor.

😂😭",i was trying to find diapers for this couple who was displaced due to the hurricane and i explained that im really good at finding money for people and the woman asked me if i was good at fundraising why am i poor 😂😭,0,1840154515976147146,Tweet,🔻Rio Slade 🔻,RioSlade,"9/28/2024, 3:19:59 PM",1,1,0,9,257,0,en,No,hurricane,,https://x.com/RioSlade/status/1840154515976147146,,,
"I send love, peace and patience to those going through the flooding in East Tennessee/Western North Carolina. As a hurricane Katrina survivor, I do know what you are going through. Take it one day at a time. Y’all will get through the hardship.",i send love peace and patience to those going through the flooding in east tennesseewestern north carolina as a hurricane katrina survivor i do know what you are going through take it one day at a time y’all will get through the hardship,0,1840174559418352022,Tweet,Wild Magnolia ⚜️🪷,NewOrleansLives,"9/28/2024, 4:39:38 PM",0,2,0,5,585,0,en,No,hurricane,,https://x.com/NewOrleansLives/status/1840174559418352022,,,
"They say I’ll get 6-10 inches of rain if the hurricane stays on it’s current course. 

I feel like it’s already rained 6 inches. Been pouring for hours.",they say i’ll get 610 inches of rain if the hurricane stays on it’s current course i feel like it’s already rained 6 inches been pouring for hours,1,1839293357769765242,Tweet,Catturd ™,catturd2,"9/26/2024, 6:18:03 AM",1120,831,48,9145,218048,28,en,No,hurricane,,https://x.com/catturd2/status/1839293357769765242,,,
Who would’ve ever thought that a hurricane hitting the gulf coast of Florida would damage the mountain areas of inland North Carolina the most.,who would’ve ever thought that a hurricane hitting the gulf coast of florida would damage the mountain areas of inland north carolina the most,0,1840109186719346747,Tweet,Catturd ™,catturd2,"9/28/2024, 12:19:52 PM",3197,5054,369,44626,2683674,778,en,No,hurricane,,https://x.com/catturd2/status/1840109186719346747,,,
